latitude,longitude,smell_value,smell_description,feelings_symptoms,additional_comments,zip_code_id,zipcode,epoch time,date & time,date,sprague_miles,portland_pipeline_miles,south_portland_terminal_miles,gulf_oil_miles,global_miles,citgo_miles
43.6328,-70.245,5,Burning tires,"Headache, sore throat, irritated eyes",,1018,04106,1583640319,Sat Mar  7 23:05:19 2020,03/07/20,2.094807968573309,1.3358055263881994,2.0285218722551597,1.2354299768693138,1.9770478137158038,1.1538200679499597
43.6344,-70.2447,5,Burnt tar,"Sore throat, nausea ",,1018,04106,1583640371,Sat Mar  7 23:06:11 2020,03/07/20,2.096500095578833,1.3736292220004853,2.034681153190687,1.1241678203637262,1.98890106740936,1.1457914101518565
43.6339,-70.2468,5,Burnt tar,"Sore throat, nausea ",,1018,04106,1583647309,Sun Mar  8 01:01:49 2020,03/08/20,1.9955318469226488,1.2632430282634022,1.9319188337258846,1.1852040058263467,1.884112130410292,1.0486565117348996
43.6322,-70.2849,3,Oil,Nose and lung irritating,,1018,04106,1583793892,Mon Mar  9 18:44:52 2020,03/09/20,0.3545711019387904,0.7064924247496313,0.25873206642853913,2.5850617260712343,0.15466018031419837,0.9416174231076597
43.6348,-70.2874,4,Hydrogen sulfide from oil tanks,,,1018,04106,1583799438,Mon Mar  9 20:17:18 2020,03/09/20,0.1740477234094731,0.8859089086591175,0.13139887805098202,2.6168915621067845,0.15110628749948907,1.0175756942346093
43.6342,-70.2859,4,Petroleum smell,,,1018,04106,1583802930,Mon Mar  9 21:15:30 2020,03/09/20,0.20969304454065632,0.8004048095619691,0.12349453175508157,2.5662094066662506,0.07500875916674263,0.9510135638456725
43.6357,-70.2858,3,,,,1018,04106,1583839819,Tue Mar 10 07:30:19 2020,03/10/20,0.10867569361568166,0.8435383621426317,0.030081093469158618,2.5184737054068616,0.1125378386856994,0.9303538394222576
43.6349,-70.2866,3,Petroleum smell,,,1018,04106,1583839833,Tue Mar 10 07:30:33 2020,03/10/20,0.16009004860240814,0.8526170948528271,0.09682955330269648,2.577529838371855,0.11379496178423217,0.9769433602339463
43.6363,-70.2873,5,Diesel and toxic fumes,,,1018,04106,1583841520,Tue Mar 10 07:58:40 2020,03/10/20,0.07740462078768062,0.9293010704835597,0.1038222210723051,2.571624348349303,0.1942441469405859,1.0022214837511008
43.6363,-70.2904,4,Petroleum ,,,1018,04106,1583857321,Tue Mar 10 12:22:01 2020,03/10/20,0.2098936616337976,1.066045248789143,0.25707852338102494,2.716092794200114,0.3261967660974043,1.1572420420822993
43.6343,-70.2466,4,Burnt tar,Nausea ,,1018,04106,1583902254,Wed Mar 11 00:50:54 2020,03/11/20,2.0025015642446395,1.2798554883143525,1.9400938457843178,1.1558070162226408,1.8938029877903195,1.0531817596221997
43.6325,-70.2446,4,"Industrial, burning rubber",Headache,,1018,04106,1583902423,Wed Mar 11 00:53:43 2020,03/11/20,2.117718403017643,1.3522045746087912,2.050734706758847,1.2515977178264723,1.9983102270924855,1.178530317170371
43.6244,-70.2911,5,"Petroleum, sulfur",Feel like vomiting ,,1018,04106,1583922454,Wed Mar 11 06:27:34 2020,03/11/20,0.9167453917915336,1.0526834522502033,0.8488891056699059,3.134063253058273,0.7686872063626142,1.4764673498189185
43.6286,-70.292,5,Oil,Headache nausea ,,1018,04106,1583922616,Wed Mar 11 06:30:16 2020,03/11/20,0.658218110894334,1.038710967468667,0.6081829691691634,3.0169260930147694,0.5523732091571899,1.3663513601993649
43.623,-70.2917,5,Oil ,,,1018,04106,1583922875,Wed Mar 11 06:34:35 2020,03/11/20,1.0180549447581841,1.116401340617446,0.9501682762060519,3.2145884528416455,0.8690878156618204,1.5590852694325092
43.6237,-70.2901,5,Oil ,Headache. Getting worse ,,1018,04106,1583923167,Wed Mar 11 06:39:27 2020,03/11/20,0.9526342384849006,1.023644539543499,0.8795254703968856,3.1213138944077308,0.793309650587754,1.4662831989979743
43.6292,-70.2914,5,Oil ,Headache ,,1018,04106,1584017173,Thu Mar 12 08:46:13 2020,03/12/20,0.6079505448502194,1.0070137730068518,0.5569998151878336,2.9703236734845433,0.5016148125540059,1.3217322631558694
43.6416,-70.2944,5,Gas,,,1018,04106,1584059240,Thu Mar 12 20:27:20 2020,03/12/20,0.5025539936892418,1.427866591743079,0.6014618801767169,2.8037120149471946,0.7045525361599944,1.3930523268351043
43.6357,-70.2695,3,Petroleum tank fumes. Rotten eggs,,,1018,04106,1584199915,Sat Mar 14 11:31:55 2020,03/14/20,0.8524150995509695,0.4381004748535801,0.7905957475078134,1.8002048656413951,0.7527013409821308,0.14245328497046336
43.6355,-70.2829,4,Natural gas smell,,,1018,04106,1584217476,Sat Mar 14 16:24:36 2020,03/14/20,0.21139147059491972,0.7141746171127915,0.12328321216625256,2.391965595517245,0.10747243419378655,0.7877140018511587
43.6254,-70.2938,4,Smells like oil ,,,1018,04106,1584238986,Sat Mar 14 22:23:06 2020,03/14/20,0.8969486788587597,1.1621227619781689,0.8437886441748598,3.2084193464624433,0.7800206177253266,1.5506166678680755
43.6356,-70.285,3,Petroleum smell,,,1018,04106,1584280134,Sun Mar 15 09:48:54 2020,03/15/20,0.1315768392149961,0.8056633041685168,0.027050731285630965,2.4846263921842917,0.08711488961679723,0.8912359544050168
43.6223,-70.2894,4,Oil,Headache,,1018,04106,1584292936,Sun Mar 15 13:22:16 2020,03/15/20,1.0421653117556713,1.0344831279950886,0.964945852715671,3.1514997891681014,0.8737943919972299,1.5029664658273811
43.6345,-70.2869,3,Petroleum smell,,,1018,04106,1584299669,Sun Mar 15 15:14:29 2020,03/15/20,0.18910739076060046,0.8545793097300447,0.12758845440539548,2.602680375069246,0.12380575074646948,0.9962437066117208
43.6325,-70.2838,3,Oil,,,1018,04106,1584369749,Mon Mar 16 10:42:29 2020,03/16/20,0.35081649643859275,0.6597713126235301,0.24869359802681545,2.526833677856635,0.13582215769082165,0.8827693683493784
43.6247,-70.2927,4,Petroleum ,Headache,,1018,04106,1585217704,Thu Mar 26 06:15:04 2020,03/26/20,0.9209739867952691,1.1221620476092575,0.8607911356496295,3.1886336728548708,0.788980841790327,1.5301832338038857
43.6353,-70.2829,3,Petroleum smell,,,1018,04106,1585239137,Thu Mar 26 12:12:17 2020,03/26/20,0.2194314457458474,0.7062265626940528,0.12733042208075718,2.3978977413261133,0.09826405541657213,0.7896672978934716
43.6312,-70.3075,5,Petroleum smell,,,1018,04106,1585240481,Thu Mar 26 12:34:41 2020,03/26/20,1.1351333668588783,1.816619990886561,1.1589919997249145,3.6417055160929874,1.1760729983221059,2.052010207021501
43.6332,-70.2859,5,Petroleum smell,,,1018,04106,1585335161,Fri Mar 27 14:52:41 2020,03/27/20,0.27848835904418023,0.774900042287327,0.1912802353232385,2.5968786677247735,0.11144443929058184,0.9675239432323505
43.6348,-70.2439,4,Burnt tar,"Headache, nausea ",,1018,04106,1585364868,Fri Mar 27 23:07:48 2020,03/27/20,2.134032029651569,1.4193639184916849,2.0734418038960145,1.0887304811773557,2.029121854413762,1.1814564778329706
43.6318,-70.2834,5,Petroleum,,,1018,04106,1585570528,Mon Mar 30 08:15:28 2020,03/30/20,0.4032080269812386,0.6267942302726953,0.30092260651438774,2.533388050852919,0.18774649550716796,0.8827011857554119
43.6332,-70.284,4,petroleum ,Nasal irritant,,1018,04106,1585681803,Tue Mar 31 15:10:03 2020,03/31/20,0.3022643124146046,0.6858374210511199,0.1995643231027568,2.512505398566024,0.08641653252034642,0.8763871879714756
43.637,-70.2787,5,,,,1018,04106,1585695116,Tue Mar 31 18:51:56 2020,03/31/20,0.38572159383529653,0.6377419661698336,0.3380868834339123,2.1575539569713555,0.3381858083488868,0.5705144046752878
43.634,-70.2829,3,Petroleum smell,,,1018,04106,1585745845,Wed Apr  1 08:57:25 2020,04/01/20,0.28283208859667186,0.6593206954484309,0.17926216058459735,2.4380186139582793,0.0816740895911059,0.8080412108770172
43.6336,-70.2852,3,Petroleum smell,,,1018,04106,1585841087,Thu Apr  2 11:24:47 2020,04/02/20,0.256818681696421,0.7519026033721984,0.16122299819316566,2.5531085482503917,0.06800530649258142,0.9264270189536601
43.6303,-70.2702,5,Asphalt,,,1018,04106,1585866288,Thu Apr  2 18:24:48 2020,04/02/20,0.9413470278259333,0.0777156708630404,0.8498904149084998,2.058535707417515,0.7670106240420582,0.48617867206681936
43.6283,-70.2872,4,,,,1018,04106,1585939005,Fri Apr  3 14:36:45 2020,04/03/20,0.6175814666025368,0.8008472034995021,0.5363395976928632,2.8219498916365926,0.4447832912592628,1.1640612134501753
43.6347,-70.2759,4,Tar/asphalt,,,1018,04106,1586004199,Sat Apr  4 08:43:19 2020,04/04/20,0.5535502707195249,0.42734727206015505,0.47769721557121647,2.1080591386951757,0.42748527350851057,0.45903757302859527
43.6341,-70.2824,4,Petroleum smell,,,1018,04106,1586017388,Sat Apr  4 12:23:08 2020,04/04/20,0.2938837389070176,0.6407695470382455,0.1922287566312628,2.412623863675662,0.10386033767641963,0.7820738524353491
43.6299,-70.273,4,"Petroleum and tar, this morning also, and it is windy",,,1018,04106,1586209271,Mon Apr  6 17:41:11 2020,04/06/20,0.8400260109444854,0.08996967728625219,0.7433018208718946,2.1823573042243756,0.6517180506501892,0.5684347772390311
43.6293,-70.2739,4,Tar,,,1018,04106,1586209555,Mon Apr  6 17:45:55 2020,04/06/20,0.8312151742164835,0.13139882497148528,0.7317305289427,2.2435585476042403,0.6346809959032392,0.6272026783243873
43.6302,-70.2595,4,,,,1018,04106,1586258621,Tue Apr  7 07:23:41 2020,04/07/20,1.4312705431567727,0.5922396672998267,1.3505492616781094,1.7048674864123818,1.2815707641899234,0.6118769110756895
43.6346,-70.256,3,Smells like burning tires ,,,1018,04106,1586260396,Tue Apr  7 07:53:16 2020,04/07/20,1.5324694400624659,0.8428256191114278,1.4691320434565096,1.3558577925424096,1.4232763829446646,0.5898438660660777
43.631,-70.2732,4,"Tar, asphalt",Throat irritation,,1018,04106,1586260487,Tue Apr  7 07:54:47 2020,04/07/20,0.7881329778803833,0.1410952323480465,0.6946893842998751,2.141925529607549,0.6096663399802318,0.5097976842453611
43.631,-70.2818,3,Oil,,,1018,04106,1586262839,Tue Apr  7 08:33:59 2020,04/07/20,0.48736444943333557,0.5363028600040118,0.3831483121275771,2.49361827908049,0.27012105393178826,0.836319965097962
43.6335,-70.2772,1,,,,1018,04106,1586433270,Thu Apr  9 07:54:30 2020,04/09/20,0.5272137405044587,0.4050752834977962,0.43847931589323946,2.206702773901478,0.3673717915077561,0.5516966919830649
43.6312,-70.2706,3,Petroleum tar,,,1018,04106,1586547506,Fri Apr 10 15:38:26 2020,04/10/20,0.8935417814281784,0.12255377125731146,0.8048882470974021,2.032558283542187,0.7270835509869334,0.4343725097308297
43.6318,-70.2732,3,,,,1018,04106,1586547552,Fri Apr 10 15:39:12 2020,04/10/20,0.7593908838003953,0.18561114116097682,0.6692630991040499,2.1079835604992367,0.5904646250689579,0.4657873271596855
43.6366,-70.2689,3,Industrial petroleum,,,1018,04106,1586568259,Fri Apr 10 21:24:19 2020,04/10/20,0.8770365824796573,0.505453634671581,0.8217728086564455,1.7408594016195544,0.7920439819987702,0.08480111712914214
43.6353,-70.2711,3,Industrial petroleum tank fumes ,Headache,,1018,04106,1586881945,Tue Apr 14 12:32:25 2020,04/14/20,0.777211275089198,0.40128365886107975,0.7116785199799794,1.8822144244053272,0.6701339764046794,0.2238325647462973
43.6332,-70.2736,4,Tar,,,1018,04106,1586955261,Wed Apr 15 08:54:21 2020,04/15/20,0.6982184873138766,0.28083554387510107,0.6149149519514739,2.067244183367428,0.548581612825725,0.41082650812446264
43.6332,-70.2437,4,Burnt tar,nausea ,,1018,04106,1587005633,Wed Apr 15 22:53:53 2020,04/15/20,2.1554715696569193,1.4047461791983753,2.0905530686939953,1.1957499274058694,2.040698644439542,1.2105786485920196
43.6347,-70.2466,5,Burnt tar,Nausea,,1018,04106,1587013636,Thu Apr 16 01:07:16 2020,04/16/20,1.9999035232308748,1.2873058751580542,1.9386763828075777,1.129445574699197,1.8938876269121971,1.0486095381937977
43.6295,-70.2709,3,"Tar, asphalt, oil",Throat irritation,,1018,04106,1587041054,Thu Apr 16 08:44:14 2020,04/16/20,0.9415344052012596,0.019525222110201693,0.8466173329844705,2.1217013803074205,0.757715551559171,0.5497081048856425
43.6357,-70.285,3,Petroleum smell,,,1018,04106,1587062399,Thu Apr 16 14:39:59 2020,04/16/20,0.12577682334195328,0.8093065283209632,0.021536650922386342,2.481813782501657,0.09367744969411788,0.8905054112861509
43.6329,-70.2855,4,Petroleum,,,1018,04106,1587242280,Sat Apr 18 16:38:00 2020,04/18/20,0.30149679295648557,0.7492594792687695,0.2098407209445076,2.5886074247864714,0.11737776294843397,0.9542477715837274
43.6342,-70.2847,3,Petroleum,,,1018,04106,1587384253,Mon Apr 20 08:04:13 2020,04/20/20,0.2249152044427107,0.7459070811388101,0.12325077703783081,2.512182301811402,0.01984120638063765,0.8922936374568964
43.6303,-70.2835,5,,,,1018,04106,1587415721,Mon Apr 20 16:48:41 2020,04/20/20,0.4995091388327085,0.6137830232568994,0.39958982103688784,2.591435040579422,0.28806528701884837,0.9342358872772235
43.6328,-70.281,5,Oil,,,1018,04106,1587417656,Mon Apr 20 17:20:56 2020,04/20/20,0.4075746380254043,0.5370336427254676,0.30494462935939565,2.394754159228656,0.2046585361738507,0.7449162709710064
43.6335,-70.2868,3,Petroleum,,,1018,04106,1587421570,Mon Apr 20 18:26:10 2020,04/20/20,0.2573911103271333,0.8242931705144924,0.184292639433439,2.6278861223046976,0.13430621622215777,1.0057393118440796
43.625,-70.3054,4,Oil,,Did not stay outside long as the smell was awful. It was the same smell that we experienced previously when the oil tanks we're emitting gases.,1018,04106,1587432322,Mon Apr 20 21:25:22 2020,04/20/20,1.272014081138346,1.735897060975161,1.2590250349022603,3.7247568122200727,1.2352364942246696,2.080285960091299
43.6235,-70.3034,4,Oil. ,,,1018,04106,1587432436,Mon Apr 20 21:27:16 2020,04/20/20,1.2742015733385421,1.6603533533922736,1.2494851313458306,3.6875858924398415,1.213028286148162,2.03442471487166
43.6252,-70.3027,4,Oil. ,,,1018,04106,1587432530,Mon Apr 20 21:28:50 2020,04/20/20,1.164459415743662,1.600460883925619,1.144775440237019,3.599240495474106,1.1146470892498148,1.9512685336953088
43.6242,-70.3028,4,Oil,,,1018,04106,1587432637,Mon Apr 20 21:30:37 2020,04/20/20,1.2181426442198273,1.6196344750789777,1.1944569352065912,3.6374007752391804,1.1595445460073577,1.9857103108559422
43.6384,-70.2333,3,Some sort of gas,,,1018,04106,1587444742,Tue Apr 21 00:52:22 2020,04/21/20,2.6593325820799003,1.9989579423472494,2.608123794503154,0.8788174143772842,2.574340290354781,1.7048284150246926
43.6323,-70.2455,4,Propane,Headache,,1018,04106,1587572317,Wed Apr 22 12:18:37 2020,04/22/20,2.07543431192912,1.3055780923030895,2.007675797547145,1.2747154998652999,1.9543435240946074,1.1390250889353921
43.6329,-70.2471,3,Burnt tar,"Headache, sore throat",,1018,04106,1587572399,Wed Apr 22 12:19:59 2020,04/22/20,1.9898117915219158,1.233648873323819,1.9232604544473306,1.2557005711036884,1.87169552223274,1.0505365626407328
43.636,-70.2877,4,Petroleum,,,1018,04106,1587741692,Fri Apr 24 11:21:32 2020,04/24/20,0.10601580911084764,0.9364909049220546,0.12073961318674588,2.5979970655556444,0.19720788029284642,1.02342929089839
43.632,-70.2852,5,Oil,,,1018,04106,1587756042,Fri Apr 24 15:20:42 2020,04/24/20,0.36533486377902535,0.7175305121086248,0.2718652140409998,2.6048981205099424,0.1710923563959809,0.9605856928932858
43.6336,-70.2769,5,,,,1018,04106,1587761452,Fri Apr 24 16:50:52 2020,04/24/20,0.5371316874393491,0.3991231156054256,0.44986258450297323,2.190289999647676,0.38109824034173284,0.5351670317405774
43.6342,-70.2754,5,,,,1018,04106,1587761499,Fri Apr 24 16:51:39 2020,04/24/20,0.5886962174712046,0.38473030357769944,0.5093473674337958,2.1045992453428277,0.4522797511755761,0.4494913592242152
43.6326,-70.2821,4,10:00 a.m. very strong oil smell,Irritating to nose and mouth,,1018,04106,1587854982,Sat Apr 25 18:49:42 2020,04/25/20,0.38471914985381744,0.5821125666702415,0.2802724203269156,2.449340805784406,0.1711104041607895,0.8010584997120627
43.6314,-70.285,5,,,,1018,04106,1587910283,Sun Apr 26 10:11:23 2020,04/26/20,0.4079281811214342,0.6988415750364095,0.313664457459666,2.6165727999930923,0.21014029290869968,0.9671460292836477
43.629,-70.2833,5,,,,1018,04106,1587910709,Sun Apr 26 10:18:29 2020,04/26/20,0.588688424719241,0.6022711172809612,0.4895734416216995,2.6320951921555324,0.3784476541821658,0.9737612038967329
43.6324,-70.2848,4,Tar like smell,Headache,,1018,04106,1587918481,Sun Apr 26 12:28:01 2020,04/26/20,0.3422009369687162,0.7054722080830097,0.24539001108692063,2.5740156822948386,0.14025493605081568,0.9321130669721699
43.6336,-70.2858,3,Petroleum,,,1018,04106,1587931002,Sun Apr 26 15:56:42 2020,04/26/20,0.2514943268035105,0.7798042695340736,0.16316976565682512,2.579951807101276,0.08855806092294467,0.9555042783764802
43.6311,-70.2915,4,,,,1018,04106,1587931461,Sun Apr 26 16:04:21 2020,04/26/20,0.4937452818333675,1.017824768141961,0.4563493976199481,2.9126153162350037,0.42152909521854964,1.278412501598406
43.6258,-70.302,3,Oil vapors,Headache ,,1018,04106,1587943905,Sun Apr 26 19:31:45 2020,04/26/20,1.1103004457593912,1.558681847462836,1.0912211479466738,3.5485937227705686,1.0622604085287861,1.9022017329442915
43.6306,-70.2734,3,,,,1018,04106,1588071848,Tue Apr 28 07:04:08 2020,04/28/20,0.795334901569365,0.1301828933497167,0.7001502620843754,2.1670189410263463,0.6118448229692968,0.5382096322349817
43.6308,-70.2739,4,"Tar, asphalt",,,1018,04106,1588074838,Tue Apr 28 07:53:58 2020,04/28/20,0.7669066430129461,0.15861600343482984,0.6715872345481103,2.1780052769897362,0.5832980557622064,0.5417584479113805
43.6319,-70.2732,5,"Tar and asphalt, oil tank odor",Throat irritation,,1018,04106,1588074989,Tue Apr 28 07:56:29 2020,04/28/20,0.7560060861940219,0.19157249721988265,0.6663397327763507,2.1038046440307485,0.5883863323826171,0.46045783922957934
43.6199,-70.2682,3,Oil Asphalt,Throat irritated ,,1018,04106,1588077778,Tue Apr 28 08:42:58 2020,04/28/20,1.5045804384912047,0.6817925231915556,1.4005100876267504,2.5384334093406986,1.2913308371894705,1.184236836771706
43.6201,-70.2682,3,"Exhaust, Oil, Asphalt ",,,1018,04106,1588098252,Tue Apr 28 14:24:12 2020,04/28/20,1.4935948553902327,0.668327219934809,1.3895832470191807,2.527007827840501,1.280608220279194,1.170413423480373
43.633,-70.2719,5,"Gas, asphalt",,Really bad right now. Can’t be ignored ,1018,04106,1588114052,Tue Apr 28 18:47:32 2020,04/28/20,0.7820987512747073,0.24400447008469048,0.7002747853837248,2.0061195621006425,0.6348008401611516,0.3603451978266841
43.6331,-70.2712,5,Oil tanks,,,1018,04106,1588117683,Tue Apr 28 19:48:03 2020,04/28/20,0.8122786422363227,0.24904339433668257,0.7320071774932435,1.9738897374665434,0.6684760164591274,0.3334072125998622
43.6307,-70.259,4,"Sulfur and rotten eggs, very low wind at the moment",,,1018,04106,1588118762,Tue Apr 28 20:06:02 2020,04/28/20,1.443682706862818,0.6208598654761129,1.3649220619645879,1.6621758463215448,1.2986807378446692,0.602656238877296
43.6325,-70.2431,3,Tar smell,,,1018,04106,1588126988,Tue Apr 28 22:23:08 2020,04/28/20,2.191945096760985,1.4264565753483078,2.1253391583604926,1.2389827688841868,2.073243724614241,1.251101357771157
43.634,-70.2458,5,Burnt tar,"Headache, tight throat, nausea ",,1018,04106,1588128649,Tue Apr 28 22:50:49 2020,04/28/20,2.044504458199972,1.3135073695113915,1.9813701252130846,1.1644311851665923,1.9340488296014482,1.0963653331082674
43.6336,-70.2457,4,Propane,Headache,,1018,04106,1588128737,Tue Apr 28 22:52:17 2020,04/28/20,2.0526691325225093,1.3121193346855409,1.9884223204430203,1.1898633897560678,1.9396627174671435,1.1068462933042469
43.6346,-70.2435,5,Burnt tar,Nausea,,1018,04106,1588134377,Wed Apr 29 00:26:17 2020,04/29/20,2.1551132945070846,1.4352585152358144,2.0940171434635184,1.0986332519539168,2.0490121993899826,1.203154424921861
43.6321,-70.2727,3,Oil tank,,,1018,04106,1588152489,Wed Apr 29 05:28:09 2020,04/29/20,0.7715436948801111,0.1931931273496831,0.6836752076154264,2.0754992517168476,0.6085688449930782,0.43391712808020505
43.63,-70.2841,4,Petroleum; the usual around here ,Headache,,1018,04106,1588169796,Wed Apr 29 10:16:36 2020,04/29/20,0.5118163503084916,0.6422556019093634,0.4144664014305445,2.62791028349112,0.3054752815244084,0.9706187576139333
43.6321,-70.2845,2,Oil based smell,Nasal irritation,,1018,04106,1588172828,Wed Apr 29 11:07:08 2020,04/29/20,0.3660196820329599,0.6853529250856902,0.267846873094009,2.570915038785997,0.15981510307603092,0.9254274130636411
43.6173,-70.2749,3,Oil/petroleum fumes ,,,1018,04106,1588178267,Wed Apr 29 12:37:47 2020,04/29/20,1.4926389472656285,0.8629836465937109,1.3896272182093898,2.881222175950922,1.276021157489058,1.415287732132235
43.6246,-70.2889,3,,,,1018,04106,1588187335,Wed Apr 29 15:08:55 2020,04/29/20,0.8811350720875537,0.9445700712230468,0.8042368611076944,3.036142238626139,0.7144838374230515,1.380475418680041
43.6289,-70.2721,3,"Industrial - asphalt, but potentially something else like petroleum ",bothered nose; stinging ,,1018,04106,1588370352,Fri May  1 17:59:12 2020,05/01/20,0.9180728893962011,0.05802406872482818,0.8200348098782232,2.194046454616531,0.7254467929456654,0.6101266835159573
43.629,-70.2842,3,,,,1018,04106,1588371641,Fri May  1 18:20:41 2020,05/01/20,0.5784459348466129,0.6472601960738573,0.4824261032117332,2.6695936683455783,0.37437273732001614,1.0111403729552926
43.6318,-70.2827,5,,,,1018,04106,1588373543,Fri May  1 18:52:23 2020,05/01/20,0.41752848100188106,0.5929639932447783,0.3137092927766668,2.5031762415064405,0.2002264616341349,0.8508311087110799
43.6313,-70.2832,5,Oil,,,1018,04106,1588375101,Fri May  1 19:18:21 2020,05/01/20,0.43904736366137553,0.6091189932840814,0.33690332052756,2.5423972905378247,0.22375024091340842,0.8883960372320062
43.6457,-70.2431,3,A oil smell that you would smell if you changed your oil in your car. ,Nausea ,,1018,04106,1588386002,Fri May  1 22:20:02 2020,05/01/20,2.2455066511796917,1.8018963689624605,2.2173093737070717,0.3578807538824988,2.211278118469896,1.3524154494174918
43.6319,-70.2711,3,Petroleum,,,1018,04106,1588410578,Sat May  2 05:09:38 2020,05/02/20,0.8494300190329289,0.1662740697522369,0.7630954135396031,2.0209415983516386,0.6895329758545127,0.40125417144535286
43.6297,-70.2716,5,Oil,Eye and throat irritation,The worst it's been in days,1018,04106,1588413281,Sat May  2 05:54:41 2020,05/02/20,0.9048575610232077,0.02079036887351771,0.8095580889048922,2.138431122563888,0.7201954423806629,0.5494079057612867
43.6217,-70.2694,2,tar,,,1018,04106,1588413329,Sat May  2 05:55:29 2020,05/02/20,1.3693930719679834,0.5477416203465156,1.2655539842268466,2.472192463937606,1.1571886967383433,1.0640754920603035
43.6248,-70.2672,3,Oil,,,1018,04106,1588414768,Sat May  2 06:19:28 2020,05/02/20,1.2886924565922708,0.3842042853417743,1.1886346771271274,2.235038207809089,1.0889998158089411,0.844480511434776
